TIMESTAMP,AZIMUTH,DISTANCE,SIGNAL_STRENGTH
1504844345916,0.0008666666666666666,127,175
-1,0.008505555555555556,122,183
-1,0.015102777777777777,108,199
-1,0.027255555555555557,83,199
-1,0.035416666666666666,43,175
-1,0.044097222222222225,44,183
-1,0.05173611111111111,42,183
-1,0.059894444444444445,51,175
-1,0.06909722222222223,42,167
-1,0.07621388888888889,38,183
-1,0.08333333333333333,35,191
-1,0.10381944444444445,24,112
-1,0.13645833333333332,20,70
-1,0.143575,17,191
-1,0.15069444444444444,18,191
-1,0.15833333333333333,19,191
-1,0.16493055555555555,12,199
-1,0.17100555555555555,14,199
-1,0.178125,18,191
-1,0.18680555555555556,24,159
-1,0.1954861111111111,25,175
-1,0.21926944444444443,20,84
-1,0.23298611111111112,15,159
-1,0.26840277777777777,22,45
-1,0.27534722222222224,51,183
-1,0.2824638888888889,57,191
-1,0.29010277777777776,56,191
-1,0.29756944444444444,57,159
-1,0.30572777777777776,54,191
-1,0.31527777777777777,57,167
-1,0.32743055555555556,67,183
-1,0.3472222222222222,47,98
-1,0.3717,64,98
-1,0.37881944444444443,67,199
-1,0.3859361111111111,68,191
-1,0.393575,66,191
-1,0.40069444444444446,71,191
-1,0.4078111111111111,71,191
-1,0.4152777777777778,77,191
-1,0.42239444444444446,97,191
-1,0.45729166666666665,1,30
-1,0.4930555555555556,150,35
-1,0.5001722222222222,152,191
-1,0.5072916666666667,139,199
-1,0.5173611111111112,215,183
-1,0.5255194444444444,173,175
-1,0.5555555555555556,250,65
-1,0.5626722222222222,339,191
-1,0.5697916666666667,341,191
-1,0.5774305555555556,346,191
-1,0.5845472222222222,348,199
-1,0.5916666666666667,346,191
-1,0.5991305555555556,348,191
-1,0.6067694444444445,352,191
-1,0.6149305555555555,359,191
-1,0.6225694444444444,369,191
-1,0.6302083333333334,378,191
-1,0.6378472222222222,380,191
-1,0.6449638888888889,357,191
-1,0.6526027777777778,331,191
-1,0.6600694444444445,314,191
-1,0.6677083333333333,297,191
-1,0.6758666666666666,281,191
-1,0.6940972222222223,100,112
-1,0.7017361111111111,81,183
-1,0.7088527777777778,79,191
-1,0.7159722222222222,76,191
-1,0.7236111111111111,79,191
-1,0.73125,75,191
-1,0.7388888888888889,74,191
-1,0.7460055555555556,77,191
-1,0.753125,74,191
-1,0.7607638888888889,73,191
-1,0.7684027777777778,71,191
-1,0.7758666666666667,78,191
-1,0.7824638888888888,197,199
-1,0.7887138888888889,194,199
-1,0.7947916666666667,192,199
-1,0.8013888888888889,192,199
-1,0.8074638888888889,195,199
-1,0.8137138888888888,192,199
-1,0.8197916666666667,194,199
-1,0.8260416666666667,195,199
-1,0.8321166666666666,197,199
-1,0.8381944444444445,200,199
-1,0.8444444444444444,201,199
-1,0.8505194444444445,205,199
-1,0.8576388888888888,207,199
-1,0.8638888888888889,211,199
-1,0.8708333333333333,214,199
-1,0.87795,199,191
-1,0.8850694444444445,193,199
-1,0.8927083333333333,169,199
-1,0.9003472222222222,158,191
-1,0.9079861111111112,158,191
-1,0.915625,163,199
-1,0.9385416666666667,168,98
-1,0.9480888888888889,154,159
-1,0.9578111111111111,145,159
-1,0.9663194444444444,141,175
-1,0.9744777777777778,139,175
-1,0.9831583333333334,134,183
-1,0.9907972222222222,131,175
1504844345916,0.0008666666666666666,130,175
-1,0.00798611111111111,119,183
-1,0.015102777777777777,108,199
-1,0.02933888888888889,75,199
-1,0.036458333333333336,44,183
-1,0.044097222222222225,38,183
-1,0.05173611111111111,39,175
-1,0.060936111111111115,48,167
-1,0.07829722222222223,43,112
-1,0.08541666666666667,37,191
-1,0.10590277777777778,25,98
-1,0.13697777777777778,18,70
-1,0.1440972222222222,22,191
-1,0.1512138888888889,18,191
-1,0.1588527777777778,20,199
-1,0.16493055555555555,15,199
-1,0.17100555555555555,18,199
-1,0.178125,14,191
-1,0.19947777777777778,20,98
-1,0.221875,22,98
-1,0.25676944444444444,19,45
-1,0.2789916666666667,47,98
-1,0.2859361111111111,58,199
-1,0.293575,58,191
-1,0.30104166666666665,57,191
-1,0.3092,50,191
-1,0.31840277777777776,63,159
-1,0.3432277777777778,49,84
-1,0.3579861111111111,49,183
-1,0.3651027777777778,64,183
-1,0.3727416666666667,65,191
-1,0.38038055555555556,65,191
-1,0.3875,69,199
-1,0.39444444444444443,68,191
-1,0.4015611111111111,72,191
-1,0.40868055555555555,73,191
-1,0.41631944444444446,74,199
-1,0.4331583333333333,106,191
-1,0.46805555555555556,1,30
-1,0.5001722222222222,148,70
-1,0.50625,142,199
-1,0.5149305555555556,228,183
-1,0.5220472222222222,167,183
-1,0.5305555555555556,198,183
-1,0.5571166666666667,273,72
-1,0.5642361111111112,338,183
-1,0.5713527777777778,344,191
-1,0.5782972222222222,344,191
-1,0.5859361111111111,347,191
-1,0.593575,346,191
-1,0.6012138888888889,350,191
-1,0.6088527777777778,352,191
-1,0.6164916666666667,363,191
-1,0.6241305555555555,369,191
-1,0.6317694444444445,378,191
-1,0.6394083333333334,379,191
-1,0.646875,350,191
-1,0.6545138888888888,324,191
-1,0.6621527777777778,309,199
-1,0.6697916666666667,289,191
-1,0.6774305555555555,279,191
-1,0.6951388888888889,88,126
-1,0.7022555555555555,81,183
-1,0.709375,79,191
-1,0.7170138888888888,75,191
-1,0.7246527777777778,75,191
-1,0.7322916666666667,72,191
-1,0.7399305555555555,73,191
-1,0.7470472222222222,72,191
-1,0.7541666666666667,71,199
-1,0.7612833333333333,70,191
-1,0.7684027777777778,69,191
-1,0.7753472222222222,73,191
-1,0.7815972222222223,194,199
-1,0.7887138888888889,192,199
-1,0.7958333333333333,193,199
-1,0.8034722222222223,191,199
-1,0.8105888888888889,192,199
-1,0.8168388888888889,192,199
-1,0.8239583333333333,193,199
-1,0.831075,194,199
-1,0.837325,197,199
-1,0.8444444444444444,199,199
-1,0.8515611111111111,203,199
-1,0.8571166666666666,206,199
-1,0.8642361111111111,208,199
-1,0.8713527777777778,211,199
-1,0.8789916666666666,194,199
-1,0.8861111111111111,189,199
-1,0.8927083333333333,166,199
-1,0.899825,157,191
-1,0.9069444444444444,156,191
-1,0.9145833333333333,158,199
-1,0.9394083333333333,165,98
-1,0.9475694444444445,154,167
-1,0.9567694444444445,148,167
-1,0.96545,135,175
-1,0.9739583333333334,136,183
-1,0.9826388888888888,130,167
-1,0.9913194444444444,127,175
-1,0.9984361111111111,126,175
1504844345917,0.006075,123,183
-1,0.013194444444444444,115,191
-1,0.020658333333333334,110,199
-1,0.040625,43,98
-1,0.04861111111111111,45,175
-1,0.05781111111111111,50,175
-1,0.06805555555555555,52,159
-1,0.07673611111111112,35,175
-1,0.08385277777777778,37,191
-1,0.09409722222222222,33,159
-1,0.10190833333333334,24,175
-1,0.11718611111111112,18,167
-1,0.1390611111111111,18,98
-1,0.14618055555555556,19,191
-1,0.15329722222222222,22,191
-1,0.15989444444444445,15,199
-1,0.16597222222222222,14,199
-1,0.1720472222222222,15,199
-1,0.17916666666666667,14,191
-1,0.20104166666666667,23,98
-1,0.22395833333333334,22,98
-1,0.25833333333333336,15,45
-1,0.2803805555555556,50,98
-1,0.2875,54,191
-1,0.2960055555555556,62,191
-1,0.303125,54,191
-1,0.312325,55,183
-1,0.33871388888888887,62,84
-1,0.3458333333333333,38,183
-1,0.3701388888888889,67,84
-1,0.37725555555555557,65,191
-1,0.38489444444444443,68,191
-1,0.3914916666666667,69,199
-1,0.39861111111111114,72,191
-1,0.40625,73,191
-1,0.41388888888888886,75,191
-1,0.4215277777777778,91,191
-1,0.4578111111111111,1,35
-1,0.4930555555555556,135,35
-1,0.5006944444444444,153,191
-1,0.5083333333333333,155,199
-1,0.5173611111111112,205,191
-1,0.5255194444444444,174,175
-1,0.556075,249,70
-1,0.5631944444444444,339,191
-1,0.5708333333333333,341,191
-1,0.57795,348,191
-1,0.5854166666666667,351,199
-1,0.5930555555555556,345,199
-1,0.6006944444444444,350,191
-1,0.6083333333333333,357,191
-1,0.6159722222222223,361,191
-1,0.6230888888888889,368,191
-1,0.6302083333333334,374,191
-1,0.637325,386,191
-1,0.6449638888888889,357,191
-1,0.6520833333333333,335,191
-1,0.6597222222222222,319,191
-1,0.6671861111111111,298,191
-1,0.674825,280,191
-1,0.6940972222222223,101,112
-1,0.7012138888888889,81,183
-1,0.7083333333333334,79,199
-1,0.71545,78,191
-1,0.7225694444444445,77,191
-1,0.7302083333333333,73,191
